Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract),total ether received,total ether balance,fraud
987.6560231475485,2309.9198327094145,24178.468889744345,8,0.04175508217953204,2.138206024229145,0.9933940937342711,0.023807465605903095,0.2616624095611686,12,8.156618539112568,2.6412961005561435,0
4.597120752814728,1.8408175319387772,36.18011380075056,130,0.009500254174210658,1.5882939237161517,0.9339288626453449,0.025113698360897375,0.7582443882989583,167,100.21909375890226,-117.63656711241566,1
1790.1902246268855,1806.350615102156,43470.185964822784,10,0.018431566071314985,2.6304838333675193,0.22833789473483607,0.07251975942027548,0.9452715906551921,20,5.871629005845623,0.6169823135790695,0
0.7956888774275857,3.9898742751275478,32.664441737401376,115,0.005391113323446745,2.924351793550344,0.5473107539391241,0.03850245777224579,0.6029814793313155,87,91.92736396209992,-134.72616998939247,1
1442.357165694922,1971.886950875421,58105.346354583126,15,0.05150420474782835,0.8006180662791891,0.25467274842580834,0.06002999891310802,0.23689885146858708,42,20.53361243133824,9.05152833041211,0
1399.0534484944008,2124.7204169154584,21375.96867608252,18,0.13093322369933927,0.8724993403731086,0.7563325186624426,0.15172578967459818,0.9855753523569162,40,6.320099011713202,3.2447536074645034,0
954.9127213513933,1022.3007842234227,61529.68050164791,2,0.10679020434846004,2.991742134632442,0.851176215604815,0.12689169326389207,0.4450028966292894,45,8.556234217179904,7.517636245043408,0
1.5897197222484165,4.114128903709531,33.51503172230192,147,0.006371944136532858,3.143098736299034,0.18126079304896747,0.04192982228387266,0.8207800649717358,149,48.893865896598676,-105.44816840921067,1
1301.3633089646678,2741.57366880312,24950.512066425275,14,0.02492991445945394,1.49230819050399,0.3061726032344483,0.11783276116969604,0.7515719753098127,24,28.53093760580966,26.46483346355706,0
3.722805836298285,3.195632141497969,51.339941390453916,123,0.0034909901460675797,1.909403932119948,0.48123717617843464,0.01510855120731058,1.1149502631526544,169,105.82869713257497,-134.82625209844608,1
4.048687450510388,1.1825369587973804,25.586103389777413,76,0.007465068296469503,1.1341297389431175,0.6129007163841849,0.03836047560129384,1.3767656367617493,176,98.68072011739537,-184.08388745764364,1
